Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-07-26,Black Mirror: Joan Is Awful,2023,https://boxd.it/4AyMER,3,Yes,,2023-07-25
2023-07-27,Secret Invasion,2023,https://boxd.it/4AUS0x,2.5,,,2023-07-27
2023-07-29,They Cloned Tyrone,2023,https://boxd.it/4BtSnh,3.5,,,2023-07-28
2023-07-30,The Hateful Eight,2015,https://boxd.it/4C2PJJ,4.5,Yes,,2023-07-30
2023-08-09,The Prestige,2006,https://boxd.it/4FoeH3,3.5,Yes,,2023-08-08
2023-08-24,Oppenheimer,2023,https://boxd.it/4K9Gkr,4.5,,,2023-08-23
2023-08-25,The Last Hours of Mario Biondo,2023,https://boxd.it/4KqHZz,1.5,,,2023-08-24
2023-08-28,The Killing,1956,https://boxd.it/4LmqR5,3.5,,,2023-08-27
2023-08-31,The Sun Will Rise,2023,https://boxd.it/4MeqgL,4,,,2023-08-30
2023-08-31,The Order of Time,2023,https://boxd.it/4Mev0j,2.5,,,2023-08-30
2023-08-31,Snow White and the Seven Dwarfs,1937,https://boxd.it/4MjVmP,4.5,Yes,disneycanon,2023-08-30
2023-09-01,The Commander,2023,https://boxd.it/4MsHkD,3.5,,,2023-08-31
2023-09-01,Stolen,2023,https://boxd.it/4MyFDP,3.5,,,2023-08-31
2023-09-01,Dogman,2023,https://boxd.it/4MGTJD,3,,,2023-09-01
2023-09-02,El Conde,2023,https://boxd.it/4MLJ4b,4,,,2023-09-01
2023-09-02,Poor Things,2023,https://boxd.it/4N0kRx,4.5,,,2023-09-02
2023-09-03,Adagio,2023,https://boxd.it/4N3W1l,3,,,2023-09-02
2023-09-04,The Killer,2023,https://boxd.it/4NGyur,4,,,2023-09-04
2023-09-05,The Dreamer,2023,https://boxd.it/4NObRt,4,,,2023-09-04
2023-09-05,Priscilla,2023,https://boxd.it/4NZfJl,3.5,,,2023-09-05
2023-09-06,Green Border,2023,https://boxd.it/4O2UML,4.5,,,2023-09-05
2023-09-06,Enea,2023,https://boxd.it/4Ofyw3,4,,,2023-09-06
2023-09-07,Shadow of Fire,2023,https://boxd.it/4OgJ4r,3.5,,,2023-09-06
2023-09-07,Pinocchio,1940,https://boxd.it/4OucGZ,4,Yes,disneycanon,2023-09-06
2023-09-07,Io Capitano,2023,https://boxd.it/4OucOT,3,,,2023-09-07
2023-09-08,Snow Leopard,2023,https://boxd.it/4OyOyd,3,,,2023-09-07
2023-09-09,Forever-Forever,2023,https://boxd.it/4OSmop,3,,,2023-09-08
2023-09-09,Humanist Vampire Seeking Consenting Suicidal Person,2023,https://boxd.it/4P2aPN,4,,,2023-09-09
2023-09-09,Out of Season,2023,https://boxd.it/4P3aUl,4,,,2023-09-09
2023-09-10,Saw VI,2009,https://boxd.it/4Pd5uR,2,Yes,,2023-09-09
2023-09-11,Closer,2004,https://boxd.it/4PxOl1,3.5,,,2023-09-10
2023-09-13,Ronin,1998,https://boxd.it/4Q76en,2.5,,,2023-09-12
2023-09-15,A Haunting in Venice,2023,https://boxd.it/4QCrHd,3,,,2023-09-14
2023-09-20,Star Wars: The Force Awakens,2015,https://boxd.it/4S6azF,3,Yes,,2023-09-20
2023-09-25,Missing,2023,https://boxd.it/4Tsx8l,3.5,,,2023-09-24
2023-09-30,The Wonderful Story of Henry Sugar,2023,https://boxd.it/4UPRID,4,,,2023-09-29
2023-10-06,The Swan,2023,https://boxd.it/4WQK97,3.5,,,2023-10-04
2023-10-06,Asteroid City,2023,https://boxd.it/4WQKwF,4,,,2023-10-05
2023-10-07,Talk to Me,2022,https://boxd.it/4X8by3,3.5,,,2023-10-06
2023-10-10,Zombeavers,2014,https://boxd.it/4YhUAP,2,,bloodysunday,2023-10-09
2023-10-11,Totally Killer,2023,https://boxd.it/4YFdSp,2,,,2023-10-10
2023-10-14,Star Wars: The Last Jedi,2017,https://boxd.it/4ZrjnD,3.5,,,2023-10-12
2023-10-17,Thesis,1996,https://boxd.it/50Crcz,3.5,,bloodysunday,2023-10-16
2023-10-23,Killers of the Flower Moon,2023,https://boxd.it/52pU9h,4,,,2023-10-22
2023-10-24,The Beyond,1981,https://boxd.it/52RQBd,3.5,,bloodysunday,2023-10-23
2023-10-27,Gli ospiti,2023,https://boxd.it/53GBYN,3.5,,,2023-10-26
